"","Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"14","BAT","GO:0006469","negative regulation of protein kinase activity","8/97","175/18855",0.0457142857142857,8.8860088365243,7.53671686956395,3.35797972503545e-06,0.000582369626599006,0.000435779925218887,"Lilrb4b/Ppia/Lyn/Rgs2/Dnaja1/Cdkn1a/Tnfaip3/Cd300a",8
"15","BAT","GO:0045576","mast cell activation","6/97","82/18855",0.0731707317073171,14.2230324365099,8.62910000419941,4.05106294575002e-06,0.000655732055485403,0.000490676115394002,"Lilrb4b/Lyn/Gab2/Syk/Ywhaz/Cd300a",6
"16","BAT","GO:0033673","negative regulation of kinase activity","8/97","188/18855",0.0425531914893617,8.27155077867953,7.20548228642263,5.70514734542576e-06,0.000799338877414666,0.000598135308426998,"Lilrb4b/Ppia/Lyn/Rgs2/Dnaja1/Cdkn1a/Tnfaip3/Cd300a",8
"17","BAT","GO:0019884","antigen processing and presentation of exogenous antigen","5/97","50/18855",0.1,19.4381443298969,9.38771499557446,5.72844279550157e-06,0.000799338877414666,0.000598135308426998,"Cd74/H2-Ab1/H2-Aa/H2-Eb1/Ctss",5
"18","BAT","GO:0033674","positive regulation of kinase activity","10/97","321/18855",0.0311526479750779,6.05549667598035,6.56940624162388,6.03800911091596e-06,0.000799338877414666,0.000598135308426998,"Cd74/Ppia/Zeb2/Fgfr1/Cdkn1a/Syk/Hsp90ab1/Rgcc/Ccnd3/Cd300a",10
"19","BAT","GO:0002274","myeloid leukocyte activation","9/97","253/18855",0.0355731225296443,6.91475489996333,6.81101044086077,6.25512301107029e-06,0.000799338877414666,0.000598135308426998,"Lilrb4b/Lyn/Gab2/Syk/Ywhaz/Rbpj/Jund/Foxp1/Cd300a",9
"20","BAT","GO:0050864","regulation of B cell activation","7/97","139/18855",0.0503597122302158,9.7889935474301,7.47884237781709,7.51699273615638e-06,0.000885980750352613,0.000662968340895088,"Cd74/Lyn/Cdkn1a/Syk/Tnfaip3/Cd300a/Sh3kbp1",7
"21","BAT","GO:0072677","eosinophil migration","4/97","25/18855",0.16,31.1010309278351,10.8298032591703,7.66293070733315e-06,0.000885980750352613,0.000662968340895088,"Ccl9/Ccl6/Lgals3/Cd300a",4
"22","BAT","GO:0022407","regulation of cell-cell adhesion","12/97","492/18855",0.024390243902439,4.74101081216998,6.04636068106808,8.31572971418344e-06,0.000889561753314162,0.000665647960730184,"Cd74/H2-Ab1/H2-Aa/Lilrb4b/H2-Eb1/Cyrib/Lyn/Syk/Tnfaip3/Rgcc/Lgals3/Cd300a",12
"23","BAT","GO:0071901","negative regulation of protein serine/threonine kinase activity","6/97","93/18855",0.0645161290322581,12.5407382773528,8.02287181513205,8.42665581805013e-06,0.000889561753314162,0.000665647960730184,"Lyn/Rgs2/Dnaja1/Cdkn1a/Tnfaip3/Cd300a",6
"24","BAT","GO:0032703","negative regulation of interleukin-2 production","4/97","26/18855",0.153846153846154,29.9048374306106,10.6056656139598,9.02054048467296e-06,0.000912578012366081,0.000682870740199365,"Lilrb4b/Ezr/Tnfaip3/Zfp36",4
"25","BAT","GO:0002573","myeloid leukocyte differentiation","9/97","267/18855",0.0337078651685393,6.55218348198772,6.57048550061977,9.64834929395732e-06,0.000937047683429135,0.000701181089741909,"Cd74/Ccl9/Lilrb4b/Fos/Lyn/Ucp2/Gab2/Rbpj/Foxp1",9
"26","BAT","GO:0002697","regulation of immune effector process","11/97","419/18855",0.0262529832935561,5.10309278350515,6.10772327820299,1.02509507043457e-05,0.000954143787914166,0.000713973891415872,"Cd74/Lilrb4b/Cyrib/Litaf/Lyn/Gab2/Syk/Tnfaip3/Foxp1/Lgals3/Cd300a",11
"27","BAT","GO:0030593","neutrophil chemotaxis","6/97","97/18855",0.0618556701030928,12.0235944308641,7.82726758255415,1.07452755561208e-05,0.000954143787914166,0.000713973891415872,"Cd74/Ccl9/Ppia/Ccl6/Syk/Lgals3",6
"28","BAT","GO:0043303","mast cell degranulation","5/97","57/18855",0.087719298245614,17.0510037981552,8.72726484143898,1.10033056266873e-05,0.000954143787914166,0.000713973891415872,"Lyn/Gab2/Syk/Ywhaz/Cd300a",5
"29","BAT","GO:0097530","granulocyte migration","7/97","150/18855",0.0466666666666667,9.07113402061856,7.13667114013988,1.23766712702311e-05,0.00101776353105347,0.000761579751408259,"Cd74/Ccl9/Ppia/Ccl6/Syk/Lgals3/Cd300a",7
"30","BAT","GO:0045860","positive regulation of protein kinase activity","9/97","276/18855",0.0326086956521739,6.33852532496638,6.4247914313736,1.25753319322916e-05,0.00101776353105347,0.000761579751408259,"Ppia/Zeb2/Fgfr1/Cdkn1a/Syk/Hsp90ab1/Rgcc/Ccnd3/Cd300a",9
"31","BAT","GO:0002448","mast cell mediated immunity","5/97","59/18855",0.0847457627118644,16.4730036694042,8.55977342013701,1.3049908661249e-05,0.00102210252353266,0.000764826565341793,"Lyn/Gab2/Syk/Ywhaz/Cd300a",5
"32","BAT","GO:0002279","mast cell activation involved in immune response","5/97","61/18855",0.0819672131147541,15.9329051884401,8.40028395324206,1.5381982475435e-05,0.00116710792032363,0.000873332294493447,"Lyn/Gab2/Syk/Ywhaz/Cd300a",5
"33","BAT","GO:0050858","negative regulation of antigen receptor-mediated signaling pathway","4/97","30/18855",0.133333333333333,25.9175257731959,9.82182979383051,1.62768851342598e-05,0.00118888175897568,0.000889625386279382,"Lilrb4b/Ezr/Lgals3/Cd300a",4
"34","BAT","GO:0043405","regulation of MAP kinase activity","7/97","157/18855",0.0445859872611465,8.6666885547311,6.93672411796141,1.66482618637451e-05,0.00118888175897568,0.000889625386279382,"Zeb2/Fgfr1/Lyn/Rgs2/Dnaja1/Syk/Cd300a",7
"35","BAT","GO:0070663","regulation of leukocyte proliferation","9/97","287/18855",0.0313588850174216,6.09558532993283,6.25528088683682,1.71541286382703e-05,0.00119000640953486,0.000890466948260286,"Cd74/H2-Aa/Lilrb4b/Lyn/Cdkn1a/Syk/Csf2rb/Lgals3/Cd300a",9
"36","BAT","GO:0060537","muscle tissue development","11/97","446/18855",0.0246636771300448,4.79416115759789,5.83126068543898,1.83288244355137e-05,0.00119363466952348,0.000893181929939097,"Fos/Myl6/Fgfr1/Lmna/Ifrd1/Rgs2/Btg2/Atf3/Rbpj/Foxp1/Tiparp",11
"37","BAT","GO:0002696","positive regulation of leukocyte activation","10/97","365/18855",0.0273972602739726,5.3255189944923,6.00081934981353,1.84351804675996e-05,0.00119363466952348,0.000893181929939097,"Cd74/H2-Ab1/H2-Aa/Lilrb4b/H2-Eb1/Cyrib/Cdkn1a/Syk/Jund/Sh3kbp1",10
"38","BAT","GO:0070372","regulation of ERK1 and ERK2 cascade","9/97","291/18855",0.0309278350515464,6.01179721543203,6.19581665657394,1.91388350013939e-05,0.00119363466952348,0.000893181929939097,"Cd74/Ccl9/Ccl6/Lyn/Ezr/Syk/Rap1b/Atf3/Ywhaz",9
"39","BAT","GO:0048002","antigen processing and presentation of peptide antigen","5/97","64/18855",0.078125,15.186050257732,8.17468238077496,1.94752216317534e-05,0.00119363466952348,0.000893181929939097,"Cd74/H2-Ab1/H2-Aa/H2-Eb1/Ctss",5
"40","BAT","GO:0002366","leukocyte activation involved in immune response","9/97","292/18855",0.0308219178082192,5.99120886880384,6.18112377730119,1.96644920844065e-05,0.00119363466952348,0.000893181929939097,"Cd74/Lyn/Gab2/Syk/Tnfaip3/Ywhaz/Foxp1/Lgals3/Cd300a",9
"41","BAT","GO:0051345","positive regulation of hydrolase activity","11/97","451/18855",0.024390243902439,4.74101081216998,5.78249778084517,2.03158239374748e-05,0.00120309318341924,0.000900259617871157,"Ccl9/Psap/Ccl6/Fgfr1/Lyn/Syk/Rgs1/Calm1/Plek/Ctss/Cd300a",11
"42","BAT","GO:0070661","leukocyte proliferation","10/97","372/18855",0.0268817204301075,5.22530761556369,5.91885803364773,2.16944734100267e-05,0.00121207619111582,0.000906981490447368,"Cd74/H2-Aa/Lilrb4b/Lyn/Cdkn1a/Syk/Csf2rb/Ccnd3/Lgals3/Cd300a",10
"43","BAT","GO:0002263","cell activation involved in immune response","9/97","296/18855",0.0304054054054054,5.91024658679298,6.12302770945736,2.18919101071111e-05,0.00121207619111582,0.000906981490447368,"Cd74/Lyn/Gab2/Syk/Tnfaip3/Ywhaz/Foxp1/Lgals3/Cd300a",9
"44","BAT","GO:0019882","antigen processing and presentation","6/97","110/18855",0.0545454545454545,10.6026241799438,7.26336560378108,2.20731011606626e-05,0.00121207619111582,0.000906981490447368,"Cd74/H2-Ab1/H2-Aa/Psap/H2-Eb1/Ctss",6
"45","BAT","GO:0071216","cellular response to biotic stimulus","8/97","227/18855",0.0352422907488987,6.85044734093283,6.3769533709563,2.24643445635139e-05,0.00121207619111582,0.000906981490447368,"Vim/Cyrib/Litaf/Lyn/Atg10/Syk/Tnfaip3/Zfp36",8
"46","BAT","GO:1904029","regulation of cyclin-dependent protein kinase activity","5/97","67/18855",0.0746268656716418,14.506077858132,7.96380701437672,2.43700108960987e-05,0.00123167783109419,0.000921649153068837,"Cdkn1a/Tnfaip3/Hsp90ab1/Rgcc/Ccnd3",5
"47","BAT","GO:0071346","cellular response to type II interferon","6/97","112/18855",0.0535714285714286,10.4132916053019,7.18497603601683,2.4452553914447e-05,0.00123167783109419,0.000921649153068837,"Actg1/Ccl9/H2-Ab1/Ccl6/Vim/Calm1",6
"48","BAT","GO:0097529","myeloid leukocyte migration","8/97","230/18855",0.0347826086956522,6.76109367996414,6.32142613016911,2.46806112322606e-05,0.00123167783109419,0.000921649153068837,"Cd74/Ccl9/Ppia/Ccl6/Lyn/Syk/Lgals3/Cd300a",8
"49","BAT","GO:0030099","myeloid cell differentiation","11/97","461/18855",0.0238611713665944,4.63816892904265,5.68708323978753,2.48567601827082e-05,0.00123167783109419,0.000921649153068837,"Cd74/Klf2/Ccl9/Lilrb4b/Fos/Lyn/Ucp2/Gab2/Zfp36/Rbpj/Foxp1",11
"50","BAT","GO:0043304","regulation of mast cell degranulation","4/97","34/18855",0.117647058823529,22.8684050939964,9.17760948493291,2.71136730536347e-05,0.00131096745670667,0.000980980590599022,"Lyn/Gab2/Syk/Cd300a",4
"51","BAT","GO:0002399","MHC class II protein complex assembly","3/97","12/18855",0.25,48.5953608247423,11.8597238108694,2.80767330101922e-05,0.00131096745670667,0.000980980590599022,"H2-Ab1/H2-Aa/H2-Eb1",3
"52","BAT","GO:0002503","peptide antigen assembly with MHC class II protein complex","3/97","12/18855",0.25,48.5953608247423,11.8597238108694,2.80767330101922e-05,0.00131096745670667,0.000980980590599022,"H2-Ab1/H2-Aa/H2-Eb1",3
"53","BAT","GO:0051347","positive regulation of transferase activity","10/97","393/18855",0.0254452926208651,4.94609270480837,5.68484382859668,3.46119405397974e-05,0.00158561871001185,0.0011864986965579,"Cd74/Ppia/Zeb2/Fgfr1/Cdkn1a/Syk/Hsp90ab1/Rgcc/Ccnd3/Cd300a",10
"54","BAT","GO:0071621","granulocyte chemotaxis","6/97","120/18855",0.05,9.71907216494845,6.89014559829194,3.61220286310065e-05,0.00161270037627403,0.00120676356951746,"Cd74/Ccl9/Ppia/Ccl6/Syk/Lgals3",6
"55","BAT","GO:0070371","ERK1 and ERK2 cascade","9/97","316/18855",0.0284810126582278,5.53618034712254,5.84769959961587,3.65315159370146e-05,0.00161270037627403,0.00120676356951746,"Cd74/Ccl9/Ccl6/Lyn/Ezr/Syk/Rap1b/Atf3/Ywhaz",9
"56","BAT","GO:1990266","neutrophil migration","6/97","123/18855",0.0487804878048781,9.48202162433996,6.78663057325729,4.15055466082588e-05,0.00179956191365808,0.00134658972642584,"Cd74/Ccl9/Ppia/Ccl6/Syk/Lgals3",6
"57","BAT","GO:0051250","negative regulation of lymphocyte activation","7/97","184/18855",0.0380434782608696,7.39494621246078,6.26839522016902,4.60942505352972e-05,0.00193018138639242,0.00144433064810254,"Cd74/H2-Aa/Lilrb4b/Lyn/Tnfaip3/Lgals3/Cd300a",7
"58","BAT","GO:0001820","serotonin secretion","3/97","14/18855",0.214285714285714,41.6531664212077,10.9421023729898,4.61081220802144e-05,0.00193018138639242,0.00144433064810254,"Syk/Lgals3/Cd300a",3
"59","BAT","GO:2001233","regulation of apoptotic signaling pathway","10/97","408/18855",0.0245098039215686,4.76425106124924,5.52764497709698,4.74545137539282e-05,0.00195287388804301,0.00146131116394791,"Cd74/Tpt1/Ppia/Fgfr1/Lmna/Dnaja1/Tnfaip3/Atf3/Lgals3/Ctss",10
"60","BAT","GO:0050851","antigen receptor-mediated signaling pathway","7/97","187/18855",0.0374331550802139,7.27631071172611,6.20255601858106,5.10736503718247e-05,0.00206678038504651,0.00154654597441701,"Lilrb4b/Lyn/Ezr/Syk/Foxp1/Lgals3/Cd300a",7
"61","BAT","GO:0051251","positive regulation of lymphocyte activation","9/97","332/18855",0.0271084337349398,5.26937647497205,5.64380739096596,5.35664088482622e-05,0.00213211869973083,0.0015954378200535,"Cd74/H2-Ab1/H2-Aa/Lilrb4b/H2-Eb1/Cyrib/Cdkn1a/Syk/Sh3kbp1",9
"62","BAT","GO:0046651","lymphocyte proliferation","9/97","333/18855",0.027027027027027,5.25355252159376,5.63150312281182,5.48230307115752e-05,0.00214694062205975,0.00160652887959557,"Cd74/H2-Aa/Lilrb4b/Lyn/Cdkn1a/Syk/Ccnd3/Lgals3/Cd300a",9
"63","BAT","GO:0050670","regulation of lymphocyte proliferation","8/97","261/18855",0.0306513409961686,5.95805190188411,5.8001504897105,6.04756893624874e-05,0.00233071386939872,0.00174404410759655,"Cd74/H2-Aa/Lilrb4b/Lyn/Cdkn1a/Syk/Lgals3/Cd300a",8
"64","BAT","GO:0032943","mononuclear cell proliferation","9/97","340/18855",0.0264705882352941,5.14539114614918,5.54673565106956,6.43365530126285e-05,0.00244076797991659,0.0018263962253256,"Cd74/H2-Aa/Lilrb4b/Lyn/Cdkn1a/Syk/Ccnd3/Lgals3/Cd300a",9
"65","BAT","GO:0032944","regulation of mononuclear cell proliferation","8/97","266/18855",0.0300751879699248,5.84605844508178,5.72394965042399,6.90708121293416e-05,0.00258006049000064,0.00193062707263552,"Cd74/H2-Aa/Lilrb4b/Lyn/Cdkn1a/Syk/Lgals3/Cd300a",8
"66","BAT","GO:0043299","leukocyte degranulation","5/97","84/18855",0.0595238095238095,11.570324005891,6.98197984202786,7.27141978139502e-05,0.00267500109533744,0.00200166994301241,"Lyn/Gab2/Syk/Ywhaz/Cd300a",5
"67","BAT","GO:0051592","response to calcium ion","6/97","138/18855",0.0434782608695652,8.45136709995518,6.31759433684079,7.88884975016592e-05,0.00285882495423923,0.00213922304301436,"Fosb/Fos/Pde1c/Anxa11/Calm1/Jund",6
"68","BAT","GO:0002761","regulation of myeloid leukocyte differentiation","6/97","142/18855",0.0422535211267606,8.2133004210832,6.20441495939676,9.24007598426877e-05,0.00329925066026538,0.00246878810353683,"Cd74/Ccl9/Lilrb4b/Fos/Lyn/Foxp1",6
"69","BAT","GO:0002695","negative regulation of leukocyte activation","7/97","206/18855",0.0339805825242718,6.60519467520769,5.81689050959142,9.38846792030406e-05,0.00330365218992728,0.00247208171326389,"Cd74/H2-Aa/Lilrb4b/Lyn/Tnfaip3/Lgals3/Cd300a",7
"70","BAT","GO:0032418","lysosome localization","5/97","90/18855",0.0555555555555556,10.7989690721649,6.70072369337881,0.000101030414966292,0.00343392522728321,0.00256956340166948,"Lyn/Gab2/Syk/Ywhaz/Cd300a",5
"71","BAT","GO:1990849","vacuolar localization","5/97","90/18855",0.0555555555555556,10.7989690721649,6.70072369337881,0.000101030414966292,0.00343392522728321,0.00256956340166948,"Lyn/Gab2/Syk/Ywhaz/Cd300a",5
"72","BAT","GO:0050855","regulation of B cell receptor signaling pathway","3/97","18/18855",0.166666666666667,32.3969072164948,9.58322325932135,0.000101829743148431,0.00343392522728321,0.00256956340166948,"Lyn/Foxp1/Cd300a",3
"73","BAT","GO:0043407","negative regulation of MAP kinase activity","4/97","48/18855",0.0833333333333333,16.1984536082474,7.5814907831501,0.00010766095624506,0.00348119092587609,0.0026049317341811,"Lyn/Rgs2/Dnaja1/Cd300a",4
"74","BAT","GO:0050856","regulation of T cell receptor signaling pathway","4/97","48/18855",0.0833333333333333,16.1984536082474,7.5814907831501,0.00010766095624506,0.00348119092587609,0.0026049317341811,"Lilrb4b/Ezr/Lgals3/Cd300a",4
"75","BAT","GO:0062197","cellular response to chemical stress","8/97","284/18855",0.028169014084507,5.47553361405547,5.4648808945364,0.000108882332060152,0.00348119092587609,0.0026049317341811,"Ppia/Psap/Fos/Rhob/Dnaja1/Tnfaip3/Cst3/Foxp1",8
"76","BAT","GO:0010035","response to inorganic substance","10/97","451/18855",0.0221729490022173,4.31000982924543,5.11629756052086,0.000108966437548016,0.00348119092587609,0.0026049317341811,"Fosb/Fos/Fgfr1/Rhob/Ucp2/Tnfaip3/Pde1c/Anxa11/Calm1/Jund",10
"77","BAT","GO:0002429","immune response-activating cell surface receptor signaling pathway","8/97","285/18855",0.0280701754385965,5.45632121540966,5.45113977984717,0.000111558227613078,0.00351085112368937,0.0026271260901274,"Lilrb4b/Lyn/Ezr/Syk/Tnfaip3/Foxp1/Lgals3/Cd300a",8
"78","BAT","GO:0006979","response to oxidative stress","9/97","366/18855",0.0245901639344262,4.77987155653203,5.2511597022773,0.000112786815340927,0.00351085112368937,0.0026271260901274,"Ppia/Psap/Fos/Mctp1/Rhob/Ucp2/Tnfaip3/Cst3/Foxp1",9
"79","BAT","GO:0003159","morphogenesis of an endothelium","3/97","19/18855",0.157894736842105,30.6918068366793,9.3113668825711,0.000120472032418142,0.00365632618389061,0.00273598326254886,"Rhob/Rbpj/Foxp1",3
"80","BAT","GO:0061154","endothelial tube morphogenesis","3/97","19/18855",0.157894736842105,30.6918068366793,9.3113668825711,0.000120472032418142,0.00365632618389061,0.00273598326254886,"Rhob/Rbpj/Foxp1",3
"81","BAT","GO:0022408","negative regulation of cell-cell adhesion","7/97","218/18855",0.0321100917431193,6.24160597748983,5.59756271299918,0.000133506970610172,0.00390548101977708,0.00292242271747821,"Cd74/H2-Aa/Lilrb4b/Tnfaip3/Rgcc/Lgals3/Cd300a",7
"82","BAT","GO:0030595","leukocyte chemotaxis","7/97","218/18855",0.0321100917431193,6.24160597748983,5.59756271299918,0.000133506970610172,0.00390548101977708,0.00292242271747821,"Cd74/Ccl9/Ppia/Ccl6/Lyn/Syk/Lgals3",7
"83","BAT","GO:0045637","regulation of myeloid cell differentiation","7/97","218/18855",0.0321100917431193,6.24160597748983,5.59756271299918,0.000133506970610172,0.00390548101977708,0.00292242271747821,"Cd74/Ccl9/Lilrb4b/Fos/Lyn/Zfp36/Foxp1",7
"84","BAT","GO:1904031","positive regulation of cyclin-dependent protein kinase activity","3/97","20/18855",0.15,29.1572164948454,9.05975093219897,0.000141203553798869,0.00397799206826564,0.0029766818303245,"Hsp90ab1/Rgcc/Ccnd3",3
"85","BAT","GO:0002768","immune response-regulating cell surface receptor signaling pathway","8/97","295/18855",0.0271186440677966,5.27136117420933,5.31719601362991,0.000141443696947517,0.00397799206826564,0.0029766818303245,"Lilrb4b/Lyn/Ezr/Syk/Tnfaip3/Foxp1/Lgals3/Cd300a",8
"86","BAT","GO:0001818","negative regulation of cytokine production","8/97","296/18855",0.027027027027027,5.25355252159376,5.30413686827921,0.000144764579915306,0.00397799206826564,0.0029766818303245,"Klf2/Lilrb4b/Atp2b1/Fgfr1/Ezr/Tnfaip3/Zfp36/Rgcc",8
"87","BAT","GO:0060326","cell chemotaxis","8/97","296/18855",0.027027027027027,5.25355252159376,5.30413686827921,0.000144764579915306,0.00397799206826564,0.0029766818303245,"Cd74/Ccl9/Ppia/Ccl6/Fgfr1/Lyn/Syk/Lgals3",8
"88","BAT","GO:1903037","regulation of leukocyte cell-cell adhesion","9/97","379/18855",0.0237467018469657,4.61591817860349,5.11362145664326,0.000146691111332466,0.00397799206826564,0.0029766818303245,"Cd74/H2-Ab1/H2-Aa/Lilrb4b/H2-Eb1/Cyrib/Syk/Lgals3/Cd300a",9
"89","BAT","GO:0035306","positive regulation of dephosphorylation","4/97","52/18855",0.0769230769230769,14.9524187153053,7.24489261383607,0.000147454401212483,0.00397799206826564,0.0029766818303245,"Ppia/Calm1/Plek/Cd300a",4
"90","BAT","GO:0043300","regulation of leukocyte degranulation","4/97","52/18855",0.0769230769230769,14.9524187153053,7.24489261383607,0.000147454401212483,0.00397799206826564,0.0029766818303245,"Lyn/Gab2/Syk/Cd300a",4
"91","BAT","GO:0140029","exocytic process","5/97","98/18855",0.0510204081632653,9.91742057647801,6.36450967980603,0.000151138884879509,0.00403258475260931,0.00301753285485289,"Lyn/Syk/Ywhaz/Plek/Cd300a",5
"92","BAT","GO:0050863","regulation of T cell activation","9/97","384/18855",0.0234375,4.55581507731959,5.06237051334897,0.000161821913224748,0.00423927809323739,0.00317219890268262,"Cd74/H2-Ab1/H2-Aa/Lilrb4b/H2-Eb1/Cyrib/Syk/Lgals3/Cd300a",9
"93","BAT","GO:0048245","eosinophil chemotaxis","3/97","21/18855",0.142857142857143,27.7687776141384,8.825945814147,0.000164123616459767,0.00423927809323739,0.00317219890268262,"Ccl9/Ccl6/Lgals3",3
"94","BAT","GO:0072537","fibroblast activation","3/97","21/18855",0.142857142857143,27.7687776141384,8.825945814147,0.000164123616459767,0.00423927809323739,0.00317219890268262,"Zeb2/Fgfr1/Rgcc",3
"95","BAT","GO:0050866","negative regulation of cell activation","7/97","226/18855",0.0309734513274336,6.02066417297692,5.46028075635428,0.000166768393721778,0.00426224905217344,0.00318938778464032,"Cd74/H2-Aa/Lilrb4b/Lyn/Tnfaip3/Lgals3/Cd300a",7
"96","BAT","GO:0070527","platelet aggregation","4/97","54/18855",0.0740740740740741,14.3986254295533,7.09024111229831,0.000170902056959268,0.00428929694516957,0.00320962738548629,"Ppia/Lyn/Syk/Plek",4
"97","BAT","GO:0034599","cellular response to oxidative stress","7/97","227/18855",0.0308370044052863,5.99414142331623,5.44358493095521,0.000171359886194995,0.00428929694516957,0.00320962738548629,"Ppia/Psap/Fos/Rhob/Tnfaip3/Cst3/Foxp1",7
"98","BAT","GO:0002548","monocyte chemotaxis","4/97","55/18855",0.0727272727272727,14.136832239925,7.01596520910291,0.000183583286408898,0.00450242645859398,0.00336910954111385,"Ccl9/Ccl6/Lyn/Lgals3",4
"99","BAT","GO:0050853","B cell receptor signaling pathway","4/97","55/18855",0.0727272727272727,14.136832239925,7.01596520910291,0.000183583286408898,0.00450242645859398,0.00336910954111385,"Lyn/Syk/Foxp1/Cd300a",4
"100","BAT","GO:0001933","negative regulation of protein phosphorylation","8/97","308/18855",0.025974025974026,5.04886865711608,5.15188978757579,0.000189897271738056,0.00458978173810941,0.00343447640682252,"Lilrb4b/Ppia/Lyn/Rgs2/Dnaja1/Cdkn1a/Tnfaip3/Cd300a",8
"101","BAT","GO:0002532","production of molecular mediator involved in inflammatory response","5/97","103/18855",0.0485436893203883,9.43599239315384,6.17341321663227,0.00019092584660175,0.00458978173810941,0.00343447640682252,"Lilrb4b/Lyn/Syk/Ywhaz/Cd300a",5
"102","BAT","GO:0002275","myeloid cell activation involved in immune response","5/97","104/18855",0.0480769230769231,9.34526169706582,6.13675472478678,0.000199758984559962,0.004755047201094,0.00355814249071718,"Lyn/Gab2/Syk/Ywhaz/Cd300a",5
"103","BAT","GO:0010563","negative regulation of phosphorus metabolic process","9/97","397/18855",0.0226700251889169,4.40663221584565,4.93312970589,0.000207377798954193,0.00484147399866136,0.003622814584969,"Lilrb4b/Ppia/Lyn/Rgs2/Dnaja1/Cdkn1a/Tnfaip3/Plek/Cd300a",9
